Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,MinSalary,MaxSalary,AvgSalary,Python,SQL,Power BI,Tableau,Remote,Work_Mode,Remote_Label
Network Security System/Data Analyst,$53K-$94K (Glassdoor est.),"description


discover your opportunity with mitsubishi ufj financial group (mufg), the 5th largest financial group in the world (as ranked by s&p global, april 2018) with total assets of over $2.9 trillion (106.2 (jpy) as of march 30, 2018) and 150,000 colleagues in more than 50 countries. in the u.s., were 13,000 strong, working together to positively impact every customer, organization, and community we serve. we achieve this by delivering on our values, putting people first, fostering long-term relationships built on honesty and mutual understanding, and inspiring the best in each other. this is all part of our inclusive, high-performing culture supported by total rewards that include our cash balance pension plan. join a team thats working to fulfill its vision to be the worlds most trusted financial group.
summary:

as part of network security team, role would be using data analytic and system administration techniques to identify and mitigate risks.

major responsibilities:
coordinating with various business units to certify network security engine policies (e.g. web gateway rules, firewall rules).
reconcile network security engine policies against certified policies.
monitor and response to unauthorized network security engine policy changes.
develop and implement data collection, data transformation, data reporting processes.
analyze and assess network security engine policies data model and metrics to identify risks.
create, modify, and remove network security engine rulesets.

qualifications
have a minimum of 3+ years of experience in technology.
knowledge and experience extracting, aggregating, transforming and analyzing data.
knowledge and experience creating and reporting metrics.
must be able to sustain and operate in fast-paced, team-oriented environment.
exceptional ability to own and execute
strong verbal and written communication skills
preferred qualifications:
experience in information security.
knowledge and experience with visualizing data
knowledge and experience with rule-based network security platforms (e.g. secure web gateways, firewalls)
knowledge of fundamental networking concepts (tcp/ip).
knowledge and experience with seim or log management solutions.
knowledge and experience with programming language to automate tasks (e.g. python)
experience working in financial services industry.
knowledge and experience with regulatory compliance.
the above statements are intended to describe the general nature and level of the work being performed. they are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified.

we are proud to be an equal opportunity / affirmative action employer and committed to leveraging the diverse backgrounds, perspectives, and experience of our workforce to create opportunities for our colleagues and our business. we do not discriminate in employment decisions on the basis of any protected category.

a conviction is not an absolute bar to employment. factors such as the age of the offense, evidence of rehabilitation, seriousness of violation, and job relatedness are considered in all employment decisions. additionally, its the banks policy to only inquire into a candidates criminal history after an offer has been made. federal law prohibits banks from employing individuals who have been convicted of, or received a pretrial diversion for, certain offenses.",3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,53.0,94.0,73.5,1,0,0,0,0,Unspecified,Non-Remote
"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),"requisition number 20-0405
post date 6/10/2020
title data center services analyst i, ii, iii, or senior
position type full time
company alaska usa federal credit union
location glendale data center
city glendale
state az
minimum salary grade category 10: depending on experience
work hours monday - friday: 8:00 am - 5:00 pm
regular schedule is five 8 hour days? yes
description

reports to: varies by location

functions supervised: none

primary functions: the senior data center services analyst is responsible for administering the credit union’s enterprise production environment. this individual will act as a gatekeeper to ensure and maintain the health and integrity of
the production environment. they will work with stakeholders to deploy complex, enterprise production solutions such as core application deployment and maintenance, vmware, citrix, and operating system upgrades, security standards and controls, and vulnerability
management.

duties and responsibilities:
data center services iii duties and responsibilities.
provide project leadership for a complex multidisciplinary team in support of application and operating system deployments.
deploy and upgrade complex enterprise applications and operating systems.
participate in the design and deployment of complex security controls and standards.
assist with the research and mitigation of complex security vulnerabilities.
assist with development of enterprise anti-virus, malware, and data-loss prevention controls.
develop complex scripts in support of departmental projects and initiatives.
maintain current professional and technical knowledge pertaining to industry standards and best practices in the field.
after hours work and on-call as assigned.
assist in training data center services analyst i, ii, iii personnel.
perform other duties as assigned.

requirements

education: bachelor’s degree in computer science, mathematics, or related field.

creditable experience in lieu of education: equivalent in technical training and/or work experience.

experience/skills: eight years demonstrable experience managing and deploying enterprise systems. three years’ experience as a data center services analyst iii or equivalent experience and/or training. mcse/aix unix or other advanced it
certification preferred. must have working knowledge of hyper-converged infrastructures, windows operating systems, linux operating systems, client/server networking, scripting languages, and tools. excellent communications and interpersonal skills required.
experience with servicenow, solarwinds, and itil v3 certifications are all plusses.

tenure: assignment to the data center services analyst i category 10, data center services analyst ii category 09, data center services analyst iii category 08, or senior data center services analyst category 07 will be determined by the
candidate's education and experience. advancement requires management recommendation based on the candidate's certifications and/or performance.

apply online
send this job to a friend

© copyright

alaska usa and ultrabranch are registered trademarks of alaska usa federal credit union

mortgage loans are provided by alaska usa mortgage company, llc.
license #ak157293.
washington consumer loan company license #cl-157293.
licensed by the department of business oversight under the california residential mortgage lending act, license #4131067.

instructions
enter your user id
click ""log in"" to view you personalized keypad and enter your pac.
your initial user id is your member account number, as printed in the top-right corner of your statement.

problems
forgot password (pac)
forgot user id
other issues
still have questions?
call (800) 525-9094

learn more

learn about ultrabranch

secure your computer
stay up-to-date on all operating system patches for your computer, phone, or tablet.
use a current web browser, and install all updates.
install anti-virus and anti-spyware software, and keep these programs updated.

protect yourself
never share your personal access code (pac).
review you account regularly and contact the member service center if you have questions.
remember alaska usa will never call, email, or text its members to request confidential information.
learn more about fraud, identity theft, and phishing.",3.4,"Alaska USA
3.4","Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,53.0,94.0,73.5,0,0,0,0,0,Unspecified,Non-Remote
Data Analyst,$53K-$94K (Glassdoor est.),"the paragon group is a columbus, ohio based information technology firm delivering high quality, cost effective resources to a progressive clientele. founded in 1998, the paragon group has a full time staff of highly skilled, motivated professionals. the paragon group provides staff augmentation, temp-to-perm placements, permanent placements, and consulting services both locally and nationally. we are a full time employer and offer a full benefits package. we are currently looking for a data analyst for long term employment opportunity.*must be able to work on our w2* - advanced sql skills. - have worked on multiple db technologies like teradata, oracle, redshift etc. - proficient profiling skills, using tools like idq would be a plus. - proficient source to target mapping skills. - moderate data modeling (relational and dimensional) skills - good communication skills - all necessary professional skills to work on an agile line.",2.9,"The Paragon Group
2.9","Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,53.0,94.0,73.5,0,1,0,0,0,Unspecified,Non-Remote
Central Flow Data Analyst,$53K-$94K (Glassdoor est.),"aces/central flow is seeking data analysts for the nacf central data analyst team. this is a new team that will be located at aza3 (tempe, arizona) and support fulfillment centers across nacf.
a successful candidate will be highly organized, extremely detailed, self-motivated, able to handle confidential information, as well as a possess a demonstrate ability to respond effectively to changing workloads and priorities. must have the ability to communicate well and to manage multiple assignments and people simultaneously. other responsibilities will include: configuration requests from na fcs, launch teams, the aces sme team, and running projects related to centralized flow in order to improve the process and operations of multiple fulfillment centers (fcs).

key areas of responsibility include researching and analyzing issues, participation in pilots, fixing bugs, and partnering with fcs on building excel tools, automating reporting, and icqa research, including irdr research and deep dives. a successful candidate will have a strong blend of project management skills, with an ability to conduct in-depth analyses, think big, and identify strategic opportunities.


basic qualifications

· high school diploma or equivalent diploma
· 3+ years of experience with excel spreadsheets and data analysis
· 2+ years of experience creating vba code and tool writing
· 2+ years of experience working with sql; demonstrating fluency

preferred qualifications

· 2+ years of data analyst or research analyst experience
· demonstrated problem solving skills and analytical skills
· proven ability to clearly communicate with managers at all levels
· global perspective and solid understanding of business objectives
· excellent attention to detail and work with the highest level of accuracy
· initiative to develop tools, data collection processes, and data management systems
· understanding of kibana toolset

amazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.9,"Amazon
3.9","Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,53.0,94.0,73.5,0,1,0,0,0,Unspecified,Non-Remote
"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),"descriptionreports to: varies by locationfunctions supervised: noneprimary functions: the senior data center services analyst is responsible for administering the credit union's enterprise production environment. this individual will act as a gatekeeper to ensure and maintain the health and integrity of the production environment. they will work with stakeholders to deploy complex, enterprise production solutions such as core application deployment and maintenance, vmware, citrix, and operating system upgrades, security standards and controls, and vulnerability management.duties and responsibilities:* data center services iii duties and responsibilities.* provide project leadership for a complex multidisciplinary team in support of application and operating system deployments.* deploy and upgrade complex enterprise applications and operating systems.* participate in the design and deployment of complex security controls and standards.* assist with the research and mitigation of complex security vulnerabilities.* assist with development of enterprise anti-virus, malware, and data-loss prevention controls.* develop complex scripts in support of departmental projects and initiatives.* maintain current professional and technical knowledge pertaining to industry standards and best practices in the field.* after hours work and on-call as assigned.* assist in training data center services analyst i, ii, iii personnel.* perform other duties as assigned.requirementseducation: bachelor's degree in computer science, mathematics, or related field.creditable experience in lieu of education: equivalent in technical training and/or work experience.experience/skills: eight years demonstrable experience managing and deploying enterprise systems. three years' experience as a data center services analyst iii or equivalent experience and/or training. mcse/aix unix or other advanced it certification preferred. must have working knowledge of hyper-converged infrastructures, windows operating systems, linux operating systems, client/server networking, scripting languages, and tools. excellent communications and interpersonal skills required. experience with servicenow, solarwinds, and itil v3 certifications are all plusses.tenure: assignment to the data center services analyst i category 10, data center services analyst ii category 09, data center services analyst iii category 08, or senior data center services analyst category 07 will be determined by the candidate's education and experience. advancement requires management recommendation based on the candidate's certifications and/or performance.apply online send this job to a friend",-1.0,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0,94.0,73.5,0,0,0,0,0,Unspecified,Non-Remote
Data Analyst - Data Science and Analytics,$46K-$102K (Glassdoor est.),"the data analyst assigned to this par will work with the enterprise interaction – data strategy & governance team, which serves as the team to coordinate, design, and implement enterprise interaction data strategy, governance and design. this knowledge includes, but is not limited to: an understanding of customer data, data structures, data architecture, business rules utilized by customer management, enterprise customer relationship management, agency, marketing, insurance affiliates (auto, fire, life, health), bank and mutual funds. analysts with these skills are responsible for partnering with the various business users of the customer data and services, and are expected to have a broad understanding of the specific processes used in accessing and maintaining the data.

this role is a coordination role requiring excellent communication skills. must be able to operate on an agile scrum team. this is not a hands on day-to-day database skillset, but being able to use tools around hadoop (solr, hue, etc), is an occasional requirement. we are looking for immediate lift and a person who is eager to jump right in and start working independently.

additional skills & experience:
*excellent oral and writing communication skills - communicate governance, data producer requirements, and designed intent to various business partners across the org
*experience preferred with gathering requirements and applying those for data strategy and architecture design
*experience preferred in insurance and financial services operations and business process knowledge
*experience preferred with analytical skills, critical thinking and database knowledge
*experience preferred with the following tools: hadoop, mongodb, big data/ai, relational database structures
*experience preferred as a member of a second or third level technical service support team
*experience preferred with hp service manager incident, problem, and configuration management
*experience with state farm data risk and compliance processes preferred
competencies
· strong verbal and written communication skills
· a great attitude and a team player bringing innovation to the team",-1.0,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,46.0,102.0,74.0,0,0,0,0,0,Unspecified,Non-Remote
Data Analyst,$46K-$102K (Glassdoor est.),"net orbit inc has openings for the position data analyst with master's degree computer science, engineering (any), technology or related and 1 yr of exp to design and development of required analytic projects in response to business needs. perform data migration tasks using sql and hive queries between legacy mainframe to db2, to big data (hive, impala) and similar enterprise rdbms. analyze and assess the quality and integrity of the data. develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality. responsible for application development using all phases of software development life cycle (sdlc) including analysis, design development.
work location is tempe, az with required travel to client locations throughout the usa. please mail resumes to 1232 e broadway rd, suite 110, tempe, az 85282 (or) e-mail:",4.3,"Net Orbit Inc
4.3","Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,46.0,102.0,74.0,0,1,0,0,0,Unspecified,Non-Remote
Data Programmer/Analyst,$46K-$102K (Glassdoor est.),"asu job title
az transfer sys anlst

05-jun-2020

department name
hr office of human resources

campus/location
off-campus: phoenix

job description

aztransfer is seeking a strong candidate who will support and prepare data analysis and reporting for business decision-making, strategic planning, and process improvement using various methods and techniques within the assist database. the arizona state system for information on student transfer (assist) is a relational database containing enrollment and degree information on students attending arizona’s public universities and community college districts.

requisition id
60968br

working environment
work is performed in a standard office environment.
in state travel may be required.

background check statement
asu conducts pre-employment screening for all positions which includes a criminal background check, verification of work history, academic credentials, licenses, and certifications. employment is contingent upon successful passing of the background check.

minimum qualifications

n/a

department statement
aztransfer operates the arizona transfer system, the statewide articulation and transfer system, that includes the articulation task force network that is the foundation of the arizona transfer system, and the tools and resources to ensure faculty, staff, and students have access to transfer information from anywhere in the state. the components of the system work together to help students plan a seamless transfer without loss of academic credit. additional information can be found at aztransfer.com.

category
adm

vp code
evp business & finance

scope of search
open

desired qualifications
evidence of a bachelor’s degree in statistics, computer information systems, business information or a related field and three (3) years of related administrative/data analysis experience, or, any equivalent combination of experience and/or education from which comparable knowledge, skills and abilities have been achieved.
experience working with sql relational databases, preferably sybase or mysql.
experience in collecting, organizing, synthesizing and analyzing data; summarizing findings; developing conclusions and recommendations.
evidence of effective written and verbal communication skills.
experience in using database query languages like swl, and software such as aqua data studio and hyperion intelligence/brio.
demonstrated knowledge of data collection and analysis methods, techniques and reporting strategies.
demonstrated knowledge of data management and information technologies.
experience in quantitative data analysis and interpretation.
experience in visual/graphic display of data.
experience managing workload priorities and coordinating multiple projects for self.
experience in accurately and reliably interpreting data for determining appropriate action.
ability to work collaboratively with internal and external stakeholders and build relationships with new and existing partners.
skill in using education vocabulary, tact, discretion, and judgement.
experience and familiarity with colleges and universities is desired.
close date
open until filled

grant funded position
this is not a grant funded position and is not contingent on future grant funding.

asu statement

arizona state university is a new model for american higher education, an unprecedented combination of academic excellence, entrepreneurial energy and broad access. this new american university is a single, unified institution comprising four differentiated campuses positively impacting the economic, social, cultural and environmental health of the communities it serves. its research is inspired by real world application blurring the boundaries that traditionally separate academic disciplines. asu serves more than 80,000 students in metropolitan phoenix, arizona, the nation's fifth largest city. asu champions intellectual and cultural diversity, and welcomes students from all fifty states and more than one hundred nations across the globe.

asu is a tobacco-free university. for details visit www.asu.edu/tobaccofree

americorps, peace corps, and other national service alumni are encouraged to apply.

arizona state university is a vevraa federal contractor and an equal opportunity/affirmative action employer. all qualified applicants will be considered without regard to race, color, sex, religion, national origin, disability, protected veteran status, or any other basis protected by law.

notice of availability of the asu annual security and fire safety report
in compliance with federal law, asu prepares an annual report on campus security and fire safety programs and resources. asu’s annual security and fire safety report is available online at https://www.asu.edu/police/pdfs/asu-clery-report.pdf. you may request a hard copy of the report by contacting the asu police department at 480-965-3456.

relocation assistance – for information about schools, housing child resources, neighborhoods, hospitals, community events, and taxes, visit https://cfo.asu.edu/relocation-services.

full-time/part-time
full-time

essential duties

under the direction of the aztransfer executive director and the assist steering committee, the data programmer/analyst will:
collect, analyze and interpret institutional data for research projects related to transfer students, academic achievement results, and student tracking.
develop procedures for collecting, analyzing, and reporting data relative to current and projected student enrollments.
produce and disseminate reports to stakeholders.
develop and maintain databases using data warehousing.
securely collect, cleanse, standardize, transform and store data from various sources ensuring data integrity.
provide information and/or advice on using the statewide database.
provide research and research design assistance to committees, administrators and faculty.
maintain liaison with educational institutions whose research involves or affects the aztransfer project.
establish policies and procedures for research projects.
participate in the planning and organization of aztransfer conferences related to the research function.
make oral and written presentations on research.
prepare or coordinate preparation of reports; analyze and interpret statistics, financial data, and management planning data for developing long-range plans.
develop and maintain databases used to generate information for management decision making.
assist in the development of measurements and metrics for data analysis used for business decision-making, planning, and process improvement.
employment verification statement
asu conducts pre-employment screening which may include verification of work history, academic credentials, licenses, and certifications.

fingerprint check statement
this position is considered safety/security sensitive and will include a fingerprint check. employment is contingent upon successful passing of the fingerprint check.

salary range
$70,000 - $75,000 per year; doe

instructions to apply

aztransfer operates the arizona transfer system, the statewide articulation and transfer system, that includes the articulation task force network that is the foundation of the arizona transfer system, and the tools and resources to ensure faculty, staff, and students have access to transfer information from anywhere in the state. the components of the system work together to help students plan a seamless transfer without loss of academic credit. additional information can be found at aztransfer.com.

applicants should send cover letter, resume and the names and telephone numbers of three professional references who are able to speak to the qualifications listed above to: hr@azregents.edu or the arizona board of regents, 2700 north central avenue, suite 400, phoenix, arizona 85004. the review of applicants will begin on june 30, 2020 and posting will remain open until filled.

resume should clearly illustrate how prior knowledge and experience meets the minimum and desired qualifications of this position.

the arizona board of regents does not pay for travel expenses associated with interviews, unless otherwise indicated.

job title
data programmer/analyst

job family
information technology",4.3,"Arizona State University
4.3","Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,46.0,102.0,74.0,0,1,0,0,0,Unspecified,Non-Remote
Master Data Operation Analyst,$46K-$102K (Glassdoor est.),"pk currently has exciting opportunity for a master data operation analyst that would like to join our team as a full-time employee. locations for this position are:
bloomfield ct, new york ny, franklin lakes nj, mclean va, raleigh nc, denver co, austin tx, chicago il, nashville tn, chattanooga, tn, phoenix az, pittsburgh pa

responsible for daily review and resolution of duplicate/linkage tasks.
review all types of tasks based on the established workflow hierarchy (tasks: potential overlays, potential duplicates, potential linkages and review identifier).
updates tasks as appropriate according to established procedures and guidelines, while meeting set expectations with metrics.
provide timely and clear communication regarding production issues and business impacts, as needed.
notifies data steward/manager of errors and potential problems and provides appropriate follow up.
maintains and protects confidentiality information.
complies with all organizational and departmental policies and procedures.
performs other duties as assigned.

5+ years’ experience in related data operations or analysis functions. experience with health care operations and data preferred. experience with master data analysis a plus.
excellent decision making abilities and effective problem solving skills. ability to analyze data and make decisions based on the information gathered.
analytical experience (e.g. data and process analysis, quality metrics, policies, standards, and processes) preferred.
strong time management skills; organized with strong focus and excellent attention to detail.
strong verbal and written communication skills.
~ in order to provide equal employment and advancement opportunities to all individuals, employment decisions at pk are based exclusively on merit.  pk does not discriminate in employment opportunities or practices on the basis of race, color, religion, sex, including gender identity and identity expression, national origin, age, or any other characteristic protected by law.",3.6,"PK
3.6","Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,46.0,102.0,74.0,0,0,0,0,0,Unspecified,Non-Remote
Data Reporting Analyst,$46K-$102K (Glassdoor est.),"title: data reporting analyst
location: phoenix, az 85016
rate: doe
duration: 6+ month contract
a. overall purpose of the job (brief description of the primary purpose of this position)
the digital data analyst is responsible for performing accurate, relevant analysis of information related to digital products, including utilization and other descriptive metrics. the digital analyst is responsible for ensuring reports, analysis and dashboards are shared with stakeholders, using tools such as google analytics, or data stored in internal databases to surface these insights. the surfaced data will enable teams to monitor relevant kpi information in support of strategic aims. the digital data analyst will help establish a framework and tools for improved digital data collection, tracking, reporting, and integration with other data sources.
b. key responsibilities (critical responsibilities and skills of this position, listed in order of importance)
design complex ad-hoc reports, queries and dashboards, according to internal requests
analyze and improve existing digital analysis tool functionality
serve as subject matter expert on digital insights data
participate in reviewing and verification of presented business requirements
provide objective and transparent analysis of digital data, using proven methodologies to identify areas for improvement and opportunities for investment
work closely with internal stakeholders to identify insight needs and requirements gathering
create dashboards, reports, ad hoc queries and analysis for endusers
produce detailed reports identifying key trends and patterns, interpreting the data into practical and useful recommendations to support strategic objectives.
advanced understanding of digital analysis tools, such as but not limited to google analytics, with the ability to explain technical complexities to non-technical colleagues.
work with colleagues to ensure that tests and tracking are configured correctly for reporting and optimisation
troubleshoot complex issues and making recommendations for development

c. job profile
required skills and knowledge (brief description of technical knowledge or skills needed to perform the job)
experience working with digital analysis tools
ability to create dashboards and reports using various business intelligence toolsets, such as powerbi, webfocus, crystal reports/business objects, tableau, etc.
ability to use a methodology and process for requirements gathering and development
strong written & oral communication skills
experience with digital analytics tools such as google analytics, adobe and mix panel
task management and ability to effectively manage multiple high priority projects
strong ability to work across departmental teams
results driven
experience working with data loads and transformation.
provide expertise in analysis, design and creation of complex reports and problem resolution.
extensive experience with setup, testing, documentation, end-user analysis and report design specifications.
sql skills and ability to develop sql scripts and queries using t-sql on mssql server
required work experience (brief description of the job-related experience needed to perform the job)
3+ years of experience in digital analysis tools
3+ years developing data intensive reports and insights tracking capabilities using tools such as webfocus, crystal/business objects, or powerbi
2+ years of experience working with etl process, data loads and transformation
2+ years of experience with sql desired
required qualifications (brief description of the educational background needed to perform the job)
ba or higher
degree in computer science or related discipline preferred
if qualified and interested, please send your most current resume as a word document to jason weinstein at jason.weinstein@mondo.com",3.9,"Mondo
3.9","Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,46.0,102.0,74.0,0,1,0,1,0,Unspecified,Non-Remote
Data Quality Analyst,$46K-$102K (Glassdoor est.),"data quality analyst
10662
tempe, az
3/25/2020 5:47:00 pm

quality engineering
contractor - w2

job description
good data analysis skills
hands on experience with data profiling, dq scorecard and profile creation, identifying dq rules – informatica data quality analyst experience preferred
good communication skills – ability to interact with business users to share data profiling results and get feedback
experience working with collibra, mdm will be a nice to have
ability to liaison with it partners and perform uat
financial background is required.
7-8 years of experience is required

job requirements",3.8,"IntraEdge
3.8","Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,46.0,102.0,74.0,0,0,0,0,0,Unspecified,Non-Remote
Analyst (Global Data and Analytics),$46K-$102K (Glassdoor est.),"job descriptioncompany summary:alimentation couche-tard inc. (""couche-tard"") operates a worldwide network of 16,000 stores across north america, europe, and asia and employs more than 120,000 people globally. alimentation couche-tard brands include circle-k, mac's, and ingo and generated revenues of $51 billion in the fiscal year ending april 2018.in fortune's 2018 global fortune 500 listing, the magazine ranked couche-tard #299.job summary:as a member of the global analytics & insights team, analyst is an everyday partner of multiple departments, including global marketing, category management, shared services & finance, global technology, and business unit leadership.the analyst is responsible for completing analytical and operational inquiries by developing thoughtful, and thorough practical analyses and reports to inform decisions and support business needs. results must be highly polished and suitable for internal and external presentation. the analyst to the manager of analytics.responsibilities/accountabilities:* analyze sales & marketing programs and transactional customer data to identify causal relationships between sales & marketing initiatives and both store and customer profitability; perform roi analysis that assists in optimizing marketing spend.* conduct operational analyses in the areas of marketing, merchandising, food & beverage, and other areas of the business as needed.* analyze in-market strategic initiatives and business performance using test and control analytics, benchmarking, statistical concepts, and financial measures to guide decision making by brand and sales teams.* work closely with senior marketing and merchandising executives, category managers and business unit leadership to enhance business performance.* constructively challenge the status quo to advance and evolve how circle k thinks about, and executes pricing and promotions, given internal and external / environmental trends.* generate ad-hoc reporting and analysis as required.* other duties as assigned.knowledge, skills and other qualifications required:* intermediate skill level with enterprise reporting systems and relational database management systems preferred.* knowledge of sql programming fundamentals and statistical analysis tools preferred.* proficient in all microsoft office applications, including access.* able to learn and utilize additional analytics tools (e.g., r, python, microsoft power bi, etc.) as needed.* experience with business intelligence software, general ledger and point of sale applications preferred.* travel up to 10%education/training required:* bachelor's degree required, preferably with quantitative focus (econ, finance, math, stats, analytics)circle k is an equal opportunity employer.the company complies with the americans with disabilities act (the ada) and all state and local disability laws. applicants with disabilities may be entitled to a reasonable accommodation under the terms of the ada and certain state or local laws as long as it does not impose an undue hardship on the company. please inform the company's human resources representative if you need assistance completing any forms or to otherwise participate in the application process.click below to review information about our company's use of the federal e-verify program to check work eligibility:in englishin spanish",2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,46.0,102.0,74.0,1,1,1,0,0,Unspecified,Non-Remote
Senior Business Intelligence Data Analyst,$46K-$102K (Glassdoor est.),"summary and essential duties


the senior business intelligence data analyst designs and develops interactive reporting solutions and create descriptive, diagnostic & predictive analytics that bring data to life through compelling visualizations and effective storytelling. (s)he will partner with business leaders across the organization to surface key metrics and unlock the vital insights that drive data-informed decisions and guide business strategy.

the senior business intelligence data analyst will leverage power bi to create dashboards, analysis, visualizations and other end-to-end data solutions that support company initiatives. this role will support the success of the company by providing analytic support in sales, marketing, supply chain, operations, finance and more.

essential duties:
design, develop and maintain a suite of best-in-class bi solutions using power bi
simplify and communicate complex concepts to partners across the enterprise to drive data-driven outcomes
accelerate the organization’s data capabilities and provide the means for increasingly sophisticated uses of data while promoting data literacy across the organization
data visualization: provide data-driven decision support by unlocking insights through intuitive visual tools, best-in-class executive dashboards and interactive self-service analytical reports
enable & optimize analytics: provide technical coaching, mentoring and training across multiple stakeholder groups
strategic use of data: establish and lead best-practices and development of content that enhance the effectiveness and adoption of the data platform in ways that support strategic initiative and drive business results
other duties as assigned
qualifications:
b.s. in business, computer science, analytics or another quantitative discipline.
3+ years of experience as a bi/data analyst or developer creating solutions using power biintermediate to advanced ms sql experience preferred.
proficiency developing tabular data models in ssas, power bi or powerpivot
knowledge of dax a plus • expert knowledge of data visualization best practices
ability to develop partnerships across different functional teams with a desire to work in a collaborative, intellectually curious environment
highly motivated self-starter with the ability to work efficiently with minimal supervision and direction
must be flexible and willing to work the demands of the department which may be sometimes include evenings, weekends and holidays
preferred qualifications:
data analysis expertise and experience managing data visualization tools, creating and maintaining data models and solving business problems with data
strong programming skills using advanced statistical tools (e.g. r, python, sas) with ability to manipulate data for analytical purposes, conduct statistical data analysis, and build predictive models.
understanding of decision trees, segmentation, regression and machine learning models used to analyze customer behaviors, interaction patterns, correlations and probabilities
proven ability to drive each project to completion with minimal guidance while effectively managing multiple projects at a time.
knowledge of data management fundamentals and modern data warehousing principles
high intellectual curiosity, advanced analytical skills and the ability to effectively communicate complex concepts
corporate summary


corporate summary:

at shamrock foods company, people come first – our associates, our customers, and the families we serve across the nation. a privately-held, family-owned and -operated forbes 500 company, shamrock is an innovator in the food industry and has been since being founded in arizona in 1922.

our mission:

at shamrock foods company, we live by our founding family’s motto to 'treat associates like family and customers like friends.'

why work for us?

benefits are a major part of your overall compensation, and we believe offering them at an affordable cost is not only the right thing to do, but it helps keep you and your family healthy. that’s why shamrock foods pays for the majority of your health insurance, allowing you to take home more of your paycheck. and it doesn’t stop there - our associates also enjoy additional benefits such as 401(k) savings plan, profit sharing, paid time off, as well as our incredible growth opportunities, continued education, wellness programs, and much more!",3.4,"Shamrock Foods
3.4","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,46.0,102.0,74.0,1,1,1,0,0,Unspecified,Non-Remote
